600003000005074000840000012000090000030042000100800600000008960250000704060007005,692183547315274896847956312586791423739642158124835679473528961251369784968417235,2
403100000005006020009730000000370001007509000600000900000043180304010002000000500,483152796715986324269734815952378461147569238638421957576243189394815672821697543,2
300910700080000510000006200017063000800000000000007400640005000000640309503080000,352918764986274513174536298417863925865429137239157486641395872728641359593782641,2
050302004400801006038000000500000090790000500200400000000000700000603802020700049,659372184472851936138964275563287491794136528281495367846529713917643852325718649,2
000090500060304090400200000100600008002009000000005600000802706070060002020000340,213798564768354291459216837145637928632189475987425613391842756574963182826571349,2
000037004900200500010500700070000208000021030500000040000400009000000820108300076,285137694947286513613549782371954268864721935592863147726418359439675821158392476,2
000000004065002010410809700000005902001908000300000080800490503000000060000600100,938716254765342819412859736687135942241968375359274681876491523193527468524683197,2
000006002060090410000800000000000004300000729000504601620000000004903080080610000,418756392567392418239841567176239854345168729892574631621485973754923186983617245,2
960000045034000008000000002000842030006009200070010000500070109048001506000000000,961283745234157968857964312195842637486739251372615894523476189748391526619528473,2
028650090000004008000000710800500130400000000002043005319005040000002000040080000,728651493961374528534298716896527134453816279172943685319765842687432951245189367,2
020003904000010030058000700000046000706000490840000000003005000009001300000032081,127583964964217538358694712591746823736128495842359176613875249289461357475932681,2
000050080030000000950004300302060000080002041000700009500300804020807000060400010,476953182238671495951284376342169758789532641615748239597316824124897563863425917,2
800406000000000003570000401000904500094000070000073010009100200000059030005000007,812436759946715823573892461731924586694581372258673914389167245467259138125348697,2
000049700100008000005710008300000006020680003000000520000006405006095200002000090,683549712197268354245713968314952876529687143768431529971826435436195287852374691,2
600000020005000040040310007000000400010080000007000902900106700074500000106002030,691847325735269148842315697569721483213984576487653912928136754374598261156472839,2
904000006000000002000298070000009800080010000001040030016907000500100003009004105,924571386857436912163298574735629841482713659691845237316957428548162793279384165,2
870005003630000200000030097040000900083200040201500000000000010090004070000800609,879425163634791285125638497547386921983217546261549738758962314396154872412873659,2
170008000000010900000305000082700043003060000400502070000070006000050801019006000,176928435534617982928345167682791543753864219491532678845179326267453891319286754,2
002700058150008603000001000400000507080004000000000030000030002806000005900027801,692743158157298643348651729413962587285374916769185234571836492826419375934527861,2
400509100007800005000010080058472000000300000000006008705000004040100360010200000,483569172167823495529714683658472931974381526231956748795638214842195367316247859,2
000306000007500000609400800000054001000080009453010700268000000000060010000000320,825376194147598263639421875982754631716283459453619782268135947374962518591847326,2
000001900901038620006000400604702000002000000070000030000076001200000070810500040,748261953951438627326957418634782195582193764179645832495376281263814579817529346,2
050908000300002060002005000001006002400000090800290010070000106006300709000700003,654918237318472965792635481931846572427153698865297314273589146186324759549761823,2
006570020200600000000840000031020950000180700705000000800009510300000000000007409,496573821258691374173842695631724958924185736785936142847269513319458267562317489,2
001000790062004000003000001006003000080009000100000850008042000000860030400095200,541638792762914385893257641256183974384579126179426853638742519925861437417395268,2
000000205003901000000040008100060072005000080070030900001400000050270009007096300,914687235583921467762345198139864572245719683678532941391458726456273819827196354,2
090600028040010006070040090000008000000020041210300509020050000300000600000460900,591637428842915736673842195465198273739526841218374569926751384354289617187463952,2
006500000701620000500004000000001080309000000208900053040003020000009630900040100,486537291791628345532194867674351982359482716218976453147863529825719634963245178,2
056001000000060030010700000000120700100080029600030000900002480070900500002600001,356891274749265138218743956895126743134587629627439815961352487473918562582674391,2
050402037000000002000768000000000000806019720020005306010006040000000090400900200,651492837784531962293768154135627489846319725927845316319276548572184693468953271,2
400003018010000000008900002301600000000105240000007005069800000104060500005000020,426573918913248756578916432351624897697185243842397165269851374134762589785439621,2
002000050000009703100000006000008910000940502000301000007000000039600025400090800,392867451546219783178435296263758914781946532954321678617582349839674125425193867,2
040060729700280006000000000094700000000900080030020017007400003503000000080003100,348561729751289346926347851894716235172935684635824917217498563563172498489653172,2
392010000000540308004006009070000000006000840000300005000002600005960000100073000,392718456617549328854236179578694213936125847421387965743852691285961734169473582,2
190008000700010209205000000040000000010020580000059000306800100000006900050100302,194278635768315249235964817542681793917423586683759421376892154421536978859147362,2
708120000000000200000604500602009070300080190000200600005800000009700040130060000,798125463546938217213674589652319874374586192981247635465893721829751346137462958,2
501040060700800400030000007004000010000260503080000000070503904003090020900000000,521947368769831452438625197254379816197268543386154279672513984813496725945782631,2
910004000043005796000006000080000000237090080000002073050009104000010000000060300,916784532843125796572936841685347219237691485491852673358279164764513928129468357,2
800000700600000090304015800700008000000000410009240060000820975007000000060000004,895362741621784593374915826746138259238659417159247368413826975587491632962573184,2
000000700376100500205006010900073060700800005000200090080000009400000000030015040,891354726376192584245786913918573462724869135563241897182437659459628371637915248,2
060050002020600000030820670470001006000060805600300700000400900502070008000000000,967153482824697153135824679479581236213769845658342791386415927542976318791238564,2
001700000000200980000010000009002010087056000006000300703148005600007003900000100,891735462375264981462819537539482716187356249246971358723148695614597823958623174,2
000300097090001020008000100102859000000000000700023040000500280623000400000260000,214385697597641328368792154142859763839476512756123849971534286623918475485267931,2
000000040001024000006080900307008005205000090000200608002960100004000000000043506,523679841891524763476381952367498215285136497149257638732965184654812379918743526,2
401006000005030000900507000080040000000002473000000020000060700100308000028150036,431926857875431269962587314287643195659812473314795628543269781196378542728154936,2
041030900907000000000410702070006000820000090060008430000091000006040000002003060,241537986957862341638419752479356218823174695165928437784691523316245879592783164,2
070020009800104003503060270000000000067200090000690700020000000000540007009000860,674325189892174653513869274938417526167253498245698731721986345386542917459731862,2
100802000207015400300060000005000000000070600000609081070900000003000100900008542,146892753297315468358467219615283974839174625724659381572941836483526197961738542,2
000014600200090400000080003000000010070200000935100084050000700800000930096020050,789314625213695478564782193628943517471258369935176284152839746847561932396427851,2
000405000030000170000070300064000019200000605000709000001000080500980420000200060,712435896435698172689172354864523719297814635153769248921346587576981423348257961,2
700006000000750000280009071500000126000000700040500300010020003400360000000080290,734216958961758432285439671579843126328691745146572389817924563492365817653187294,2
050002100000800096000040070700005000004610007810003002340100905600200000000004000,953762184472831596168549273736425819294618357815973642347186925689257431521394768,2
040003006000796310090001005008005093100000000000060000000510008010000400002830060,741253986285796314396481725428175693169348572537962841674519238813627459952834167,2
000005460001870000008060070097000000000410090080030020000082609000040312400000000,973125468621874935548963271397256184256418793184739526715382649869547312432691857,2
000900006002000001059340008000600800001070050040020903004031000020000000007060045,478912536362587491159346728735694812291873654846125973584731269623459187917268345,2
000050690030000040200000300603400009000000860500710000007060450020500070400380000,714853692835692741269174385673428519142935867598716234987261453326549178451387926,2
000000049003000650100509000000040070001003000086007214050002090904070000000600007,765328149893714652142569783529146378471283965386957214657432891934871526218695437,2
000800000700000960060100007040500000300400070510700490000000004080601509000080300,952867143731245968864193257647529831329418675518736492196352784483671529275984316,2
630000000007000001002006008001007000000530000800090020010960084050080000000072590,634819275587243961192756438341627859926538147875491326213965784759384612468172593,2
004503070000080200800002000016004007000090012790000000080900006002400000060005804,624513978157689243839742561216854397548397612793126485485931726372468159961275834,2
390850010060000000000000490700009020006070000000400050100080900602035007008640000,397854612461392578285716493734569821526178349819423756153287964642935187978641235,2
050108000300000000961000400000029100000456020006300000002073560080000003000000907,457168392328594671961732485574829136813456729296317854142973568789645213635281947,2
