800070406000900000007040050500027003000300800080060024690000500008030200000600009,825173496431956782967248351549827613216394875783561924694712538158439267372685149,0,XWing
009050000007060918400902700002000600500000090600080001030020485020041000000000006,319758264257364918468912753182495637574136892693287541731629485826541379945873126,0,NakedTriples
000508000002300059090020030035000000700000400000700010000004108823005690600000300,376598241142367859598421736435812967761953482289746513957634128823175694614289375,0,XWing
720000100050040700400003005000020900070038401300000500000100000980060000000009620,729856143853241796461793285146527938275938461398614572634172859982465317517389624,0,XWing
010000203000020060000040070000083700380000014100007020060000080700000600900050400,815976243473821569692345871249183756387562914156497328564739182738214695921658437,0,HiddenTriples
700400000600070090050030000000090100020040060310000002000054310005000806200960500,789421653643875291152639487564792138928143765317586942876254319495317826231968574,0,HiddenTriples
100002079000000060900570000000301597000000320400000000040100000060900003009083002,154632879873419265926578431682341597791865324435297186347126958268954713519783642,0,XWing
000900007710083000000000061006090200090100003280000000000008000000040306020070410,862914537715683942349752861136895274594127683287436195451368729978241356623579418,0,HiddenTriples
005004060900020000006000300003001050090005807010069000000018400304000008000050000,875134962931826574426597381743281659692345817518769243267918435354672198189453726,0,XWing
708060000000005000100070003007000004030001065504200300200000000000193200000000790,798364512623815947145972683867539124932741865514286379289657431476193258351428796,0,NakedTriples
000000004050470010000600030070100000008000320000009000760040208200000000304010009,127395684653478912849621537472136895918754326536289471761943258295867143384512769,0,HiddenTriples
970003000502008000000200000700001835000600710200000046050000000006000004390076500,971543268542768193683219457764921835839654712215387946457132689126895374398476521,0,XWing
070980603000045000000003159000600000098030007000000320009514000800090400003000000,175982643936145782482763159354627891298431567617859324769514238821396475543278916,0,NakedTriples
000000300600200015401053200395024000700000000000009060000000658503076002002100000,259861347638247915471953286395624871716538429824719563147392658583476192962185734,0,XWing
009002040600013070003897006104006008070008010000109000090271030007300001040900087,789652143625413879413897526154726398976538412832149765598271634267384951341965287,0,XWing
001076009098000700002040081030000005100080400870050006080409037000068100000002900,341876529698125743752943681234691875165387492879254316586419237923768154417532968,0,XWing
025000000000000043000004210000040001090021060000906300080050700200400000070080620,425713896719268543863594217632845971597321468148976352981652734256437189374189625,0,XWing
908020003427003009030090070100700600040902130290031040004109000072054900009000700,968527413427813569531496278183745692746982135295631847854179326672354981319268754,0,XWing
050060040000500107000000000000040000906000050037000000700102080023009700004008930,352761849498523167671894523285946371946317258137285694769132485823459716514678932,0,XWing
030006570000400300010007064503190000049700020000000040070083050000000000050000630,234816579796425318815937264523194786649758123187362945971683452362541897458279631,0,XWing
000000000007000024000800597059400100370900000100528000005600200008200700040001000,593742618687195324421863597859437162372916485164528973735689241918254736246371859,0,XWing
300001700004080000000400600000020003000063007008000040080705090090030008015000000,369251784574386921821479635157924863942863517638517249283745196796132458415698372,0,XWing
000000467700300000000009000000006005002700100006010800008520003000160020105000000,239851467761342958584679231817296345342785196956413872698524713473168529125937684,0,XWing
780060013020000004004500008908200100010005000005890400030009000400100600090000001,789462513523918764164537298948276135216345987375891426631759842452183679897624351,0,XWing
050800670026000000001600905040390510000004000000070009090065000002009308004000000,953842671726951834481637925847396512169524783235178469398265147672419358514783296,0,HiddenTriples
800002000000007860059000000005008006170009203023105004590000040001006000200500079,864352197312947865759681432945238716178469253623175984597823641431796528286514379,0,HiddenTriples
500000810300000006206001000007193002000800004903200100060034900000020000002900643,574362819318459276296781435647193582125876394983245167761534928439628751852917643,0,XWing
000400201004061980100029030009700603708030004000090000000950010205000760000002300,896473251324561987157829436519748623768235194432196578643957812285314769971682345,0,XWing
300010000000400000279006100000008070005009240000200083084002900030000006000500000,348915762651427398279836154123648579865379241497251683784162935532794816916583427,0,XWing
900008062000500400000023000060001009800000003300200085600480090008100500007050000,953748162286519437741623958562831749874965213319274685625487391438192576197356824,0,XWing
045000800000070000300000060000025901091060500000009300000730058083000400000014000,245691837168573249379248165637425981891367524452189376914732658783956412526814793,0,HiddenTriples
500004002090050080080260090047001350000700000000540020069000807800000540400000009,513984672692157483784263195247691358158732964936548721369425817821379546475816239,0,XWing
000008000600030001391700020000500080500297000000000000006004500020600900015800200,254168379687932451391745826749513682568297134132486795976324518823651947415879263,0,HiddenTriples
500900100010030406000000890900210000046000080000005000000870030007000000084006000,562948173819537426473162895958214367246793581731685942695871234327459618184326759,0,XWing
750002000000000017000069800040070093620050000000000020000005001009000070060800240,758142936296583417134769852541278693623951784987634125872495361419326578365817249,0,NakedTriples
800005063060079020007004010300000000002030007000906500020000040100200000000008001,849125763561379428237864915386752194952431687714986532628517349195243876473698251,0,XWing
010092000600000070080001005100000000300804007045000600590040206401000030000000710,714592863652438971983671425178965342369824157245317698597143286421786539836259714,0,XWing
650003024010000900000800700003706000009050001070040630000030060000020400900000007,658973124217564983394812756123796845469358271875241639781439562536127498942685317,0,HiddenTriples
080002400009605000030700600003006000000097006000010370000100030005000800620000019,186932457279645183534781692753826941841397526962514378497168235315279864628453719,0,XWing
003900002200000000000008004040006300029001500100000000904050080810769200060000007,453917862281643795796528134548276319629431578137895426974352681815769243362184957,0,NakedTriples
400009608006003021902008000700300002040100050000090003890004000004031070013000000,471529638586473921932618547768345192349182756125796483897264315654831279213957864,0,XWing
030006800100200700600053009000090002070300010000060500000000005800400000020700190,234976851159248763687153249348591672576324918912867534791632485865419327423785196,0,XWing
700003409830006000009000003003091006620080950910620000040060300008130600000208070,752813469834956217169472583483591726627384951915627834241765398578139642396248175,0,XWing
030056000010000470400002060070100024549070001000000000003000000100600083058000200,937456812612893475485712369876135924549278631321964758263589147194627583758341296,0,XWing
000018000000300000000700901090204075602050080300000000079080030008000700020000010,964518327715329468283746951891234675642957183357861294479182536138695742526473819,0,XWing
501034000400000000920050400300200190000000060000008007100000006050170000007500308,571834629463729581928651473384267195792315864615948237139482756856173942247596318,0,NakedTriples
082000106010800250000007080540009020000564800068200000094030002025900400100050000,782345196413896257659127384541789623237564819968213745894631572325978461176452938,0,XWing
860910000050000061002000070000067052000401000070800000130050400500000000000108003,867912345359784261412536978941367852685421739273895614138659427594273186726148593,0,HiddenTriples
008003041104000080700004020005000000000090000209501007400005000000700350000402800,928653741134927586756184923315276498647398215289541637493865172862719354571432869,0,HiddenTriples
000600400090004850000200000046090320030070500000010000050000940000007000084020000,573681492192734856468259173746598321831472569925316784257163948619847235384925617,0,HiddenTriples
004090000090030000600070010008000064000009800100000905700000240050100006000080070,274891653591634782683572419938725164465319827127468935716953248852147396349286571,0,HiddenTriples
000820000008400905090050010000040000005000007000106000017002030060000500509300602,751829346638417925294653718176245893425938167983176254817562439362794581549381672,0,XWing
100007305004000120006000009000050000070000031065000000002965000500003004080040000,128497365954836127736512489241358796879624531365179248412965873597283614683741952,0,NakedTriples
006320100700000008004100000900005600008040207000090000207000080005000400800076002,586327149721954368394168725972815634158643297463792851247531986615289473839476512,0,XWing
000000040000090316080100020030000000001504000000000054200003007370060102090000530,612357849547298316983146725435689271761524983829731654258913467374865192196472538,0,XWing
140057000370200160059000200000000800006002004090000000020030900000100000005080000,142657389378249165659813247437561892586392714291478536824736951963125478715984623,0,HiddenTriples
100050098500390000800000023050040000408901002307006000700800000000000710000000009,136752498542398176879164523951243687468971352327586941793815264284639715615427839,0,HiddenTriples
200004009010305000506200000000570008600009000090000000030000001007100803100002000,283764159719385246546291387421573698678419532395628714832957461957146823164832975,0,XWing
200070000030060000900000003040000530000107904000500010300900070000450300108006049,216375498435869721987214653841692537523187964679543812364928175792451386158736249,0,XWing
009070000300500040000009006000081002030000701000300000807000003204900000100002800,649273518328516947715849236976481352432695781581327469897154623264938175153762894,0,HiddenTriples
940716002006500001001020600800000000200370009003000500002090100000005007007030250,945716382726583491381924675869452713254371869173869524532697148618245937497138256,0,XWing
